learner_id,course_id,activity_type,study_duration_minutes,activity_date
L00446,C00268,skip,228,2025-11-27
L00563,C00291,add_to_wishlist,191,2026-06-11
L00214,C00289,add_to_wishlist,106,2026-08-08
L00277,C00178,skip,8,2026-06-04
L00091,C00355,enroll,190,2026-02-01
L00079,C00110,enroll,224,2026-02-20
L00050,C00254,skip,55,2025-12-25
L00220,C00366,complete,236,2026-05-30
L00035,C00074,skip,165,2025-11-07
L00936,C00114,like,90,2025-10-15
L00617,C00017,like,13,2026-01-23
L00465,C00277,skip,55,2026-02-21
L00351,C00384,enroll,222,2026-02-28
L00419,C00378,complete,133,2025-10-21
L00945,C00458,add_to_wishlist,190,2025-12-04
L00740,C00060,enroll,196,2026-08-30
L00628,C00489,enroll,70,2026-08-17
L00991,C00097,skip,40,2026-04-28
L00803,C00118,complete,237,2026-08-17
L00015,C00283,skip,178,2026-06-13
L00603,C00471,like,205,2025-09-08
L00329,C00021,add_to_wishlist,225,2026-03-15
L00979,C00408,like,204,2025-10-07
L00669,C00338,enroll,68,2026-01-21
L00751,C00458,complete,60,2026-05-31
L00724,C00329,complete,107,2025-11-02
L00432,C00465,add_to_wishlist,112,2025-10-11
L00345,C00046,complete,83,2025-11-29
L00538,C00092,add_to_wishlist,49,2026-07-20
L00627,C00054,complete,113,2025-10-09
L00440,C00448,like,4,2026-07-11
L00843,C00427,enroll,181,2025-11-07
L00797,C00392,skip,102,2025-09-18
L00342,C00277,enroll,153,2026-02-25
L00886,C00474,like,10,2025-10-27
L00168,C00060,complete,192,2026-08-08
L00290,C00069,like,49,2026-08-12
L00168,C00173,enroll,7,2026-01-07
L00581,C00066,enroll,48,2026-03-23
L00261,C00414,add_to_wishlist,107,2026-05-12
L00312,C00251,add_to_wishlist,210,2026-06-16
L00137,C00379,add_to_wishlist,82,2026-01-22
L00069,C00094,add_to_wishlist,183,2026-02-11
L00663,C00310,add_to_wishlist,224,2026-02-06
L00296,C00415,complete,134,2026-05-22
L00402,C00048,like,119,2026-04-20
L00203,C00008,like,149,2026-06-16
L00504,C00478,add_to_wishlist,211,2026-04-29
L00363,C00086,like,195,2026-08-23
L00463,C00349,add_to_wishlist,152,2026-05-25
L00126,C00386,add_to_wishlist,14,2026-04-07
L00841,C00248,complete,31,2026-01-26
L00419,C00030,like,13,2026-03-12
L00244,C00012,complete,221,2025-11-07
L00331,C00178,like,44,2026-03-11
L00442,C00288,add_to_wishlist,85,2026-01-17
L00912,C00244,complete,90,2025-12-02
L00633,C00159,add_to_wishlist,94,2026-05-02
L00014,C00032,skip,115,2025-12-19
L00625,C00438,like,87,2026-01-14
L00807,C00497,enroll,15,2026-08-02
L00158,C00004,complete,53,2025-09-07
L00607,C00402,like,46,2026-02-13
L00437,C00295,enroll,170,2026-04-15
L00728,C00486,complete,34,2026-05-24
L00765,C00448,like,70,2026-01-11
L00768,C00385,like,110,2026-04-21
L00412,C00278,add_to_wishlist,21,2025-12-03
L00794,C00202,skip,55,2026-08-17
L00750,C00048,skip,52,2026-08-08
L00113,C00299,complete,209,2026-02-11
L00467,C00337,enroll,10,2025-09-10
L00694,C00183,skip,162,2026-08-10
L00633,C00441,enroll,121,2026-06-14
L00229,C00126,skip,34,2026-06-02
L00389,C00420,like,74,2026-02-09
L00265,C00291,like,192,2025-09-24
L00466,C00449,enroll,34,2026-05-07
L00725,C00429,complete,95,2025-09-11
L00190,C00085,add_to_wishlist,184,2025-12-18
L00115,C00488,skip,209,2025-10-19
L00541,C00244,add_to_wishlist,187,2026-04-22
L00102,C00326,skip,135,2026-06-24
L00271,C00006,skip,238,2026-01-04
L00746,C00260,like,207,2026-03-05
L00199,C00074,complete,229,2026-02-15
L00837,C00161,like,178,2026-06-05
L00003,C00325,enroll,117,2025-10-28
L00801,C00237,like,114,2026-09-02
L00646,C00305,complete,192,2026-04-11
L00190,C00362,skip,130,2026-01-18
L00206,C00214,like,39,2026-06-22
L00810,C00013,enroll,1,2026-04-18
L00097,C00039,complete,1,2026-06-20
L00859,C00097,add_to_wishlist,238,2026-01-22
L00079,C00293,skip,145,2026-02-28
L00925,C00197,skip,152,2025-12-01
L00085,C00085,skip,66,2026-05-06
L00015,C00145,enroll,104,2026-02-09
L00716,C00435,complete,93,2025-10-03
L00695,C00051,enroll,58,2026-04-09
L00438,C00424,add_to_wishlist,163,2026-07-28
L00995,C00103,complete,238,2026-02-27
L00329,C00266,like,147,2025-09-13
L00785,C00009,enroll,145,2025-11-17
L00931,C00219,add_to_wishlist,17,2026-08-20
L00862,C00042,enroll,199,2026-04-11
L00326,C00368,complete,157,2026-07-24
L00479,C00294,like,230,2025-12-01
L00268,C00236,complete,91,2026-05-05
L00365,C00060,complete,139,2026-01-29
L00375,C00166,skip,45,2026-03-19
L00421,C00287,add_to_wishlist,87,2026-01-12
L00548,C00161,complete,88,2026-01-08
L00512,C00103,enroll,170,2026-05-28
L00024,C00327,skip,175,2025-10-26
L00289,C00157,like,68,2025-12-09
L00654,C00412,add_to_wishlist,152,2026-04-30
L00878,C00332,enroll,169,2026-06-09
L00827,C00087,enroll,95,2025-09-20
L00369,C00024,complete,108,2025-11-12
L00065,C00132,like,208,2026-06-08
L00042,C00423,like,87,2026-01-22
L00705,C00215,add_to_wishlist,123,2026-01-04
L00817,C00493,like,68,2026-04-23
L00796,C00070,skip,120,2025-09-12
L00920,C00272,complete,59,2026-05-03
L00532,C00208,complete,187,2026-04-02
L00902,C00185,complete,169,2026-06-15
L00723,C00196,complete,66,2026-03-01
L00079,C00187,like,66,2026-07-16
L00005,C00050,add_to_wishlist,61,2026-03-03
L00145,C00420,complete,156,2025-11-13
L00049,C00125,complete,128,2025-12-17
L00972,C00492,complete,226,2026-01-16
L00682,C00391,complete,139,2026-06-19
L00659,C00468,skip,145,2026-06-10
L00699,C00225,enroll,221,2026-01-22
L00782,C00119,enroll,238,2026-07-06
L00365,C00155,complete,126,2026-04-26
L00482,C00301,skip,183,2026-05-20
L00629,C00127,enroll,123,2026-03-10
L00639,C00275,skip,30,2026-03-17
L00631,C00378,complete,83,2025-09-26
L00513,C00191,enroll,130,2025-10-21
L00343,C00135,skip,89,2026-03-06
L00009,C00469,skip,198,2026-03-15
L00342,C00080,add_to_wishlist,86,2026-02-02
L00717,C00443,complete,0,2025-12-07
L00733,C00123,skip,28,2026-02-10
L00850,C00300,skip,189,2026-07-03
L00064,C00237,like,158,2025-09-25
L00728,C00262,complete,173,2026-05-04
L00552,C00375,like,116,2026-02-04
L01000,C00374,add_to_wishlist,7,2026-06-05
L00393,C00309,enroll,234,2026-08-07
L00316,C00399,skip,182,2026-03-01
L00720,C00058,enroll,181,2025-09-19
L00357,C00184,complete,225,2025-09-30
L00104,C00180,add_to_wishlist,166,2026-01-06
L00797,C00174,enroll,9,2025-09-25
L00692,C00471,enroll,111,2026-04-28
L00752,C00306,skip,159,2026-03-08
L00255,C00054,skip,234,2025-10-24
L00146,C00420,skip,42,2026-03-10
L00214,C00237,complete,153,2026-07-27
L00864,C00457,skip,76,2025-12-22
L00275,C00462,like,151,2025-12-19
L00036,C00498,like,232,2026-03-27
L00581,C00436,like,112,2025-10-18
L00710,C00248,skip,214,2025-09-19
L00144,C00463,like,145,2026-03-29
L00784,C00378,enroll,51,2026-04-20
L00294,C00340,enroll,31,2026-08-07
L00587,C00190,enroll,231,2025-09-20
L00464,C00481,like,233,2026-04-05
L00291,C00218,like,44,2026-05-24
L00704,C00161,complete,91,2026-02-12
L00743,C00198,enroll,87,2026-08-09
L00184,C00497,skip,124,2025-12-07
L00805,C00104,enroll,70,2026-07-22
L00110,C00209,skip,138,2026-04-30
L00467,C00119,add_to_wishlist,204,2025-09-14
L00348,C00037,enroll,49,2026-02-13
L00749,C00074,complete,164,2026-05-09
L00931,C00306,skip,237,2026-09-02
L00206,C00238,complete,20,2026-09-02
L00087,C00040,complete,210,2026-01-06
L00620,C00223,complete,222,2025-12-14
L00239,C00356,enroll,72,2026-03-10
L00059,C00064,complete,56,2026-07-24
L00944,C00016,complete,187,2026-04-28
L00415,C00181,add_to_wishlist,66,2026-02-04
L00368,C00277,add_to_wishlist,40,2025-12-07
L00291,C00005,enroll,135,2026-07-10
L00794,C00141,skip,62,2025-11-03
L00436,C00061,enroll,80,2026-02-14
L00099,C00166,complete,46,2026-03-28
L00260,C00135,enroll,64,2025-10-15
L00268,C00299,complete,202,2026-08-28
L00423,C00038,skip,27,2026-03-25
L00503,C00188,add_to_wishlist,5,2025-12-20
L00999,C00058,add_to_wishlist,37,2026-05-26
L00272,C00038,enroll,198,2026-04-23
L00803,C00352,add_to_wishlist,199,2025-12-30
L00002,C00191,complete,148,2026-05-12
L00662,C00439,skip,235,2026-03-17
L00769,C00211,complete,184,2026-01-06
L00461,C00431,add_to_wishlist,156,2026-02-07
L00073,C00010,like,221,2026-08-18
L00283,C00232,add_to_wishlist,26,2026-04-02
L00159,C00483,like,118,2025-11-04
L00070,C00164,skip,180,2026-03-17
L00960,C00058,enroll,123,2026-08-15
L00353,C00404,skip,75,2026-03-21
L00881,C00426,enroll,179,2026-01-17
L00090,C00487,add_to_wishlist,68,2026-06-04
L00253,C00109,complete,115,2026-01-01
L00206,C00205,complete,139,2025-10-08
L00257,C00154,like,165,2026-02-05
L00615,C00021,add_to_wishlist,145,2025-11-23
L00850,C00465,enroll,36,2026-03-10
L00565,C00407,enroll,83,2025-11-14
L00005,C00131,complete,15,2025-09-28
L00389,C00187,add_to_wishlist,33,2025-11-03
L00758,C00078,skip,144,2026-05-02
L00765,C00011,like,206,2026-05-17
L00295,C00311,skip,158,2025-09-04
L00375,C00499,add_to_wishlist,124,2025-11-18
L00383,C00272,enroll,203,2026-01-01
L00112,C00306,skip,112,2025-12-05
L00599,C00016,skip,176,2026-03-27
L00952,C00478,complete,239,2026-07-13
L00313,C00106,skip,209,2026-05-23
L00680,C00227,complete,46,2026-05-09
L00325,C00261,enroll,101,2025-11-12
L00171,C00018,add_to_wishlist,63,2025-10-03
L00378,C00432,like,103,2026-05-28
L00626,C00353,complete,127,2025-10-22
L00460,C00483,complete,180,2025-09-05
L00376,C00163,add_to_wishlist,19,2026-04-03
L00821,C00186,skip,78,2026-04-29
L00735,C00471,add_to_wishlist,49,2026-07-08
L00744,C00196,add_to_wishlist,60,2025-12-30
L00127,C00102,enroll,38,2026-05-06
L00130,C00369,enroll,24,2026-02-19
L00248,C00242,skip,18,2025-11-06
L00205,C00258,like,104,2026-07-20
L00909,C00151,enroll,45,2026-03-03
L00930,C00017,complete,72,2025-12-09
L00743,C00358,complete,194,2026-07-16
L00486,C00156,like,204,2026-02-16
L00406,C00092,like,197,2026-04-01
L00959,C00421,add_to_wishlist,188,2025-11-27
L00558,C00093,enroll,77,2026-06-29
L00262,C00077,add_to_wishlist,76,2026-06-15
L00578,C00441,enroll,211,2025-12-08
L00953,C00117,skip,199,2026-05-03
L00183,C00152,complete,128,2025-10-31
L00711,C00099,skip,113,2026-07-28
L00316,C00490,add_to_wishlist,201,2026-07-08
L00624,C00260,enroll,224,2026-02-25
L00794,C00029,add_to_wishlist,98,2025-10-24
L00347,C00216,add_to_wishlist,43,2026-07-30
L00859,C00389,add_to_wishlist,31,2026-02-22
L00598,C00258,skip,225,2026-05-01
L00379,C00177,enroll,189,2026-08-03
L00815,C00291,add_to_wishlist,187,2025-11-11
L00433,C00165,complete,92,2025-10-16
L00520,C00294,skip,206,2026-01-01
L00838,C00437,add_to_wishlist,60,2026-03-22
L00248,C00137,complete,40,2025-10-07
L00246,C00417,add_to_wishlist,35,2026-08-30
L00299,C00200,add_to_wishlist,6,2026-01-05
L00586,C00087,skip,161,2025-12-21
L00816,C00414,like,182,2025-10-06
L00256,C00094,skip,187,2025-10-26
L00106,C00364,complete,236,2025-12-18
L00586,C00369,skip,27,2026-03-03
L00738,C00469,like,65,2026-02-22
L00882,C00184,enroll,113,2026-02-12
L00973,C00323,skip,29,2026-08-25
L00564,C00082,skip,20,2025-09-14
L00131,C00443,enroll,109,2025-10-30
L00226,C00342,complete,55,2026-03-08
L00612,C00247,complete,168,2026-02-05
L00662,C00429,add_to_wishlist,204,2026-02-02
L00051,C00176,like,155,2025-10-11
L00552,C00096,skip,168,2026-08-11
L00650,C00328,add_to_wishlist,212,2026-04-15
L00842,C00392,complete,40,2026-03-24
L00033,C00435,complete,16,2026-04-11
L00504,C00210,add_to_wishlist,173,2025-09-07
L00222,C00112,complete,57,2026-08-07
L00397,C00060,skip,23,2026-04-25
L00661,C00423,enroll,189,2025-10-25
L00697,C00402,skip,89,2026-08-25
L00548,C00484,like,100,2026-02-08
L00579,C00172,complete,124,2026-05-20
L00557,C00055,like,64,2026-06-17
L00498,C00473,complete,145,2026-02-01
L00191,C00097,enroll,15,2026-03-27
L00397,C00253,like,225,2025-12-14
L00653,C00119,complete,143,2025-11-14
L00893,C00288,add_to_wishlist,133,2025-10-09
L00336,C00028,complete,56,2026-07-19
L00233,C00040,enroll,212,2026-01-11
L00771,C00219,skip,209,2026-06-09
L00839,C00350,enroll,207,2026-04-14
L00034,C00267,like,39,2025-11-16
L00623,C00308,skip,46,2026-02-25
L00176,C00008,add_to_wishlist,161,2025-12-26
L00116,C00184,complete,169,2025-11-20
L00759,C00314,complete,44,2026-08-11
L00705,C00326,complete,20,2026-02-04
L00365,C00241,complete,40,2026-06-11
L00168,C00224,complete,191,2026-08-16
L00006,C00458,skip,68,2026-01-14
L00719,C00317,like,51,2025-11-27
L00239,C00193,like,94,2026-08-25
L00263,C00196,add_to_wishlist,227,2026-07-18
L00109,C00377,skip,47,2026-05-15
L00442,C00422,like,210,2025-12-02
L00099,C00096,complete,131,2025-09-09
L00901,C00059,add_to_wishlist,109,2025-11-21
L00778,C00198,skip,198,2026-08-12
L00851,C00147,complete,231,2026-02-13
L00729,C00204,enroll,177,2026-08-31
L00407,C00295,skip,239,2026-07-29
L00047,C00368,like,217,2025-11-25
L00397,C00308,skip,171,2026-07-21
L00526,C00176,enroll,120,2026-01-28
L00162,C00205,enroll,227,2026-07-10
L00965,C00218,like,38,2025-11-26
L00685,C00413,complete,226,2026-08-08
L00953,C00416,enroll,179,2025-12-05
L00390,C00161,like,107,2026-02-27
L00179,C00109,complete,38,2026-07-28
L00298,C00335,complete,57,2026-02-20
L00653,C00122,skip,8,2026-06-11
L00611,C00449,skip,34,2026-07-06
L00746,C00145,add_to_wishlist,127,2025-10-28
L00051,C00452,skip,135,2026-07-13
L00329,C00110,like,101,2026-02-02
L00824,C00232,like,90,2025-09-14
L00447,C00275,like,165,2025-10-01
L00942,C00267,skip,102,2025-11-30
L00100,C00361,enroll,45,2026-09-01
L00646,C00206,enroll,125,2026-01-02
L00782,C00479,enroll,148,2026-05-07
L00171,C00123,add_to_wishlist,43,2026-05-23
L00105,C00131,like,226,2025-12-01
L00093,C00329,add_to_wishlist,101,2026-05-25
L00762,C00054,skip,190,2025-12-09
L00915,C00294,add_to_wishlist,181,2025-11-30
L00876,C00500,complete,162,2025-12-25
L00210,C00240,enroll,81,2026-06-18
L00632,C00005,enroll,98,2025-12-21
L00624,C00279,enroll,231,2025-11-28
L00767,C00156,skip,177,2026-02-15
L00622,C00133,add_to_wishlist,124,2026-03-10
L00396,C00014,enroll,93,2026-06-21
L00188,C00089,skip,22,2025-10-18
L00584,C00496,like,57,2025-10-03
L00585,C00386,complete,33,2025-11-22
L00381,C00076,enroll,33,2026-05-17
L00430,C00355,add_to_wishlist,6,2026-03-14
L00518,C00085,skip,127,2025-12-22
L00675,C00232,enroll,118,2025-09-16
L00138,C00087,add_to_wishlist,60,2026-07-12
L00007,C00328,enroll,128,2025-11-26
L00726,C00065,enroll,71,2026-05-15
L00651,C00024,like,100,2025-12-30
L00636,C00477,complete,147,2025-10-30
L00565,C00293,complete,121,2026-02-14
L00253,C00250,complete,26,2025-10-21
L00112,C00090,skip,129,2026-06-05
L00897,C00290,enroll,217,2026-04-19
L00097,C00456,enroll,150,2025-11-07
L00167,C00399,skip,230,2026-02-23
L00071,C00343,enroll,72,2026-03-16
L00216,C00329,add_to_wishlist,212,2026-04-17
L00661,C00171,enroll,88,2026-08-02
L00826,C00353,skip,203,2026-06-07
L00114,C00105,enroll,32,2025-12-12
L00578,C00213,add_to_wishlist,221,2026-01-13
L00709,C00157,enroll,221,2025-12-14
L00072,C00106,add_to_wishlist,93,2026-06-27
L00554,C00226,enroll,190,2026-03-23
L00192,C00362,enroll,188,2025-09-25
L00604,C00435,enroll,18,2026-01-29
L00024,C00069,skip,12,2025-10-23
L00868,C00002,like,31,2025-12-21
L00194,C00194,enroll,224,2025-11-17
L00654,C00374,add_to_wishlist,163,2026-06-06
L00816,C00216,add_to_wishlist,207,2026-06-17
L00586,C00300,add_to_wishlist,5,2026-06-15
L00234,C00484,skip,200,2026-02-26
L00423,C00002,enroll,74,2026-08-15
L00321,C00437,add_to_wishlist,120,2025-11-07
L00073,C00423,add_to_wishlist,156,2025-09-12
L00290,C00436,add_to_wishlist,9,2026-01-16
L00706,C00163,enroll,141,2026-07-20
L00009,C00404,complete,49,2026-07-04
L00756,C00345,add_to_wishlist,187,2025-11-29
L00567,C00342,like,144,2026-01-09
L00046,C00451,enroll,117,2025-10-28
L00999,C00022,like,17,2026-07-10
L00655,C00313,skip,202,2026-09-04
L00562,C00112,like,49,2026-04-22
L00141,C00380,add_to_wishlist,40,2026-07-21
L00853,C00055,add_to_wishlist,137,2025-10-24
L00533,C00149,enroll,168,2026-07-15
L00586,C00293,like,43,2026-04-11
L00962,C00150,enroll,43,2026-02-27
L00875,C00183,enroll,214,2026-05-31
L00231,C00475,complete,207,2026-02-17
L00965,C00497,like,6,2026-07-17
L00106,C00110,enroll,207,2026-02-13
L00434,C00182,skip,87,2026-02-26
L00400,C00258,like,15,2026-07-30
L00243,C00001,complete,133,2025-09-23
L00416,C00058,like,32,2026-05-29
L00821,C00235,enroll,4,2025-11-03
L00044,C00356,complete,32,2026-06-12
L00800,C00091,enroll,34,2026-08-27
L00168,C00264,like,36,2026-01-12
L00518,C00500,add_to_wishlist,134,2025-09-07
L00175,C00172,enroll,234,2026-04-03
L00442,C00387,skip,7,2025-11-26
L00993,C00145,complete,185,2025-10-10
L00465,C00296,like,93,2026-08-18
L00136,C00011,skip,138,2026-07-25
L00013,C00078,add_to_wishlist,65,2025-12-17
L00219,C00209,enroll,27,2026-09-01
L00237,C00077,like,77,2026-04-28
L00714,C00431,enroll,45,2026-05-18
L00494,C00063,like,226,2025-11-10
L00197,C00471,add_to_wishlist,162,2025-10-17
L00917,C00340,add_to_wishlist,221,2025-09-15
L00380,C00047,complete,150,2025-12-05
L00048,C00023,like,18,2026-04-23
L00879,C00165,add_to_wishlist,225,2026-01-14
L00417,C00031,complete,234,2025-09-05
L00971,C00062,skip,120,2026-02-19
L00397,C00325,skip,109,2026-04-02
L00193,C00026,add_to_wishlist,181,2026-07-15
L00122,C00319,add_to_wishlist,140,2026-08-26
L00810,C00331,skip,1,2026-07-14
L00178,C00009,enroll,172,2026-05-08
L00276,C00065,add_to_wishlist,88,2026-05-01
L00910,C00294,like,168,2026-03-24
L00310,C00154,complete,38,2026-03-08
L00533,C00442,complete,151,2026-02-06
L00451,C00353,like,92,2026-06-15
L00877,C00340,enroll,190,2025-12-13
L00394,C00375,like,163,2026-05-21
L00653,C00380,enroll,98,2026-07-12
L00188,C00021,skip,167,2026-06-15
L00674,C00102,add_to_wishlist,34,2026-02-01
L00345,C00134,like,93,2026-03-03
L00531,C00262,like,46,2026-03-26
L00217,C00422,skip,230,2026-08-06
L00416,C00041,complete,210,2025-09-17
L00086,C00176,add_to_wishlist,115,2025-11-21
L00572,C00152,like,153,2026-08-19
L00078,C00478,complete,106,2025-10-27
L00160,C00362,add_to_wishlist,153,2026-04-27
L00079,C00495,like,217,2026-08-08
L00194,C00436,skip,32,2025-12-11
L00316,C00207,like,62,2026-04-27
L00526,C00063,add_to_wishlist,197,2026-01-09
L00788,C00417,like,148,2026-08-29
L00823,C00050,skip,139,2026-03-06
L00780,C00252,complete,19,2026-05-21
L00333,C00255,add_to_wishlist,132,2026-05-26
L00450,C00225,like,171,2025-10-02
L00340,C00344,skip,116,2026-07-14
L00190,C00106,enroll,103,2026-03-25
L00111,C00273,enroll,176,2026-01-16
L00997,C00146,enroll,65,2026-01-03
L00836,C00479,enroll,224,2026-06-28
L00739,C00039,like,123,2026-02-28
L00578,C00406,add_to_wishlist,173,2026-07-31
L00689,C00418,enroll,225,2026-08-20
L00357,C00113,like,221,2025-10-03
L00748,C00055,complete,155,2026-06-05
L00029,C00295,skip,60,2026-02-25
L00516,C00330,add_to_wishlist,87,2025-10-30
L00910,C00258,like,152,2026-03-25
L00714,C00128,like,229,2025-10-21
L00949,C00484,enroll,225,2026-05-24
L00823,C00385,enroll,200,2026-03-20
L00195,C00012,like,7,2025-10-24
L00160,C00087,enroll,17,2026-02-21
L00613,C00479,complete,226,2026-07-13
L00549,C00330,enroll,171,2025-11-08
L00501,C00200,add_to_wishlist,209,2026-03-13
L00159,C00436,like,223,2025-12-19
L00686,C00110,add_to_wishlist,137,2026-08-16
L00036,C00215,enroll,144,2026-02-19
L00872,C00326,like,113,2026-06-04
L00966,C00323,like,55,2026-04-18
L00174,C00004,like,72,2025-09-14
L00904,C00013,skip,3,2026-03-22
L00650,C00111,complete,79,2025-10-11
L00287,C00394,add_to_wishlist,186,2026-04-13
L00840,C00495,enroll,172,2026-05-24
L00920,C00496,add_to_wishlist,66,2026-01-18
L00499,C00006,skip,111,2026-03-01
L00979,C00076,enroll,138,2026-03-01
L00106,C00264,enroll,73,2026-05-09
L00237,C00431,complete,10,2025-10-31
L00079,C00230,add_to_wishlist,205,2025-12-04
L00032,C00241,enroll,135,2026-05-10
L00009,C00275,enroll,148,2026-04-04
L00003,C00433,complete,158,2026-04-13
L00287,C00449,enroll,214,2026-03-04
L00658,C00439,like,147,2026-08-28
L00748,C00008,skip,194,2026-08-25
L00377,C00222,enroll,95,2026-07-23
L00364,C00267,like,82,2026-07-13
L00500,C00179,like,163,2025-12-08
L00440,C00377,skip,147,2025-12-11
L00641,C00415,skip,217,2026-05-08
L00731,C00045,like,35,2026-06-03
L00970,C00340,enroll,47,2026-02-14
